ORDER_DATETIME,ORDER_ID,DELIVERY_FEE_LC
2024-01-12T12:17:07Z,2b60907e-8402-4520-857e-f628e570f21b,0
2024-01-12T12:16:03Z,6b70d2bc-ec97-42b0-b9f6-b36382abab93,0
2024-01-12T12:15:16Z,eef697b3-b476-4b56-9e6d-93c9d23f864e,0
2024-01-12T12:14:56Z,55f57dd9-f6b3-4e2e-8959-bda3c900e96e,0
2024-01-12T12:14:33Z,57b1d3f2-957d-46f0-8cd6-8e407015a915,0
2024-01-12T12:14:09Z,e2bf92fc-97b3-4fd4-8045-263dbb5c0897,0
2024-01-12T12:13:32Z,d12aacc5-9a61-4ba6-b9a2-1fd1287c88e2,0
2024-01-12T12:11:19Z,8675cf27-802d-493c-b58e-34ea68c665f0,0
2024-01-12T12:11:19Z,8e0021d0-6aae-43f6-8825-58ae5bdc3f09,0
2024-01-12T12:11:09Z,fb9f2c18-7ef1-4fc3-8ade-1dcae4499ea5,0
2024-01-12T12:08:35Z,d61ab144-f9c7-4ff6-ad5b-d41b741714fc,0
2024-01-12T12:07:34Z,193b3343-140f-4eeb-b5fc-a956536d97fd,0
2024-01-12T12:03:47Z,0e447949-376f-40fa-819d-08f94a2532f2,0
2024-01-12T11:58:58Z,47a92a3d-f007-4579-bb3e-95eaae8673e8,0
2024-01-12T11:57:55Z,ec753499-e96d-4219-9d8d-ed262d524dc0,0
2024-01-12T11:56:34Z,3fc58e3c-04a7-49ad-8d19-fe768d717f6b,0
2024-01-12T11:56:32Z,1e86ac8a-ab31-47d1-b714-ea77ce239f21,0
2024-01-12T11:55:51Z,9dd48de5-f20b-4bff-8502-3aff728e2f46,0
2024-01-12T11:51:22Z,31934620-36b3-42b1-a523-9b5fb4800e43,0
2024-01-12T11:51:03Z,80fe8f01-feee-42d4-835e-781e89baba8b,0
2024-01-12T11:50:02Z,6958c761-1b43-4681-bc1a-12c3b72bda38,0
2024-01-12T11:49:36Z,fad48984-46a7-4ac6-af88-47f0d84780b0,0
2024-01-12T11:49:12Z,78b9f691-c025-469c-a40f-a3c4ce858e6f,0
2024-01-12T11:48:33Z,a66267df-7b3d-4624-a993-7757ba6ae976,0
2024-01-12T11:47:26Z,15f98ab9-d9be-4cb5-a0bb-f71c1ea35f73,0
2024-01-12T11:45:42Z,92fe2e15-9ba4-47e3-b5d9-9e548f18d541,0
2024-01-12T11:43:46Z,0604f356-0733-4393-adce-8f12d6f08fc8,0
2024-01-12T11:40:56Z,a67ee09d-bf75-4201-a0d5-075ef7f85fc1,0
2024-01-12T11:39:14Z,e5b9aae7-84c3-4f54-b3db-87639241c068,0
2024-01-12T11:38:46Z,444c8b22-8130-4409-9dec-05a3870b9081,0
2024-01-12T11:38:44Z,c426f18a-a453-4142-9e9d-800aac4c9a3e,0
2024-01-12T11:38:05Z,57dfc353-7656-426b-9712-99c8ee96c042,0
2024-01-12T11:37:29Z,a34f0cb2-c98c-4326-b7ff-06862571eb20,0
2024-01-12T11:36:27Z,f052893d-e5f6-44f7-89f8-0e9ca6606c2f,0
2024-01-12T11:35:24Z,476f998c-63f4-4217-84f7-fc1ed81c2b92,0
2024-01-12T11:33:34Z,a7f8a5e8-7f53-427e-af5b-098941518c0f,0
2024-01-12T11:28:51Z,282cac60-d353-41f1-8196-0d806fc7efc9,0
2024-01-12T11:28:29Z,c8d99332-a021-431d-809f-f127bd8476fa,0
2024-01-12T11:25:33Z,5f7cac80-6831-4a03-ad77-63d0173b8a6c,0
2024-01-12T11:24:35Z,7166e660-553b-4d51-9454-f067708357ef,0
2024-01-12T11:23:17Z,13fa590b-3ef5-4af5-bf96-20974c199ac5,0
2024-01-12T11:22:54Z,5008b761-2c55-41b9-b66b-a19b02e56025,0
2024-01-12T11:18:58Z,7b7ad8f4-0d9d-49c5-a589-edcecfafa4b4,0
2024-01-12T11:18:17Z,a8f03857-d8c2-49d1-9547-1497b0730b42,0
2024-01-12T11:17:43Z,8ff76f96-f6ca-4427-acf5-6dc04110c71c,0
2024-01-12T11:16:15Z,1d14d333-684d-4e20-90cb-403380244c3c,0
2024-01-12T11:15:52Z,07999db4-5a35-4161-be7c-17d894455cc3,0
2024-01-12T11:15:48Z,46418529-284e-4d1b-9924-b123312bffac,0
2024-01-12T11:13:25Z,6821d8b5-c443-45c2-8974-a6d72d4eb614,0
2024-01-12T11:12:42Z,263897e4-5ae5-4e21-9a44-6e72925bf58d,0
2024-01-12T11:12:41Z,3258e6de-d440-4217-a4ba-0a6235ba29a4,0
2024-01-12T11:12:41Z,b679faa3-478a-4855-8fe5-cebc80293d9f,0
2024-01-12T11:12:19Z,ee99c357-52d5-4345-991e-8d5d2b97b9ba,0
2024-01-12T11:12:18Z,18095457-19b6-4972-8e03-f4bd51c4240b,0
2024-01-12T11:09:28Z,843bbe35-02ec-4a5d-ad9e-53fd822ab2d9,0
2024-01-12T11:09:08Z,20ee54d4-a7e3-455c-84c3-2e897b9a8bcc,0
2024-01-12T11:07:07Z,5685ae3b-85c4-410a-9ea0-75a0994fe885,0
2024-01-12T11:06:22Z,e6946fc0-3c7d-4840-b1bc-93d2a834abc2,0
2024-01-12T11:04:57Z,dda8bd41-90bd-43e3-b5e5-c7743656e351,0
2024-01-12T11:04:02Z,72d529fb-8b36-4829-bcf0-72b066491a44,0
2024-01-12T11:03:43Z,9a6c418f-e3c9-4c1c-a972-71f337bb2d6f,0
2024-01-12T11:03:21Z,a53bbda2-4668-4264-99fb-79f03ccfc8fe,0
2024-01-12T11:02:56Z,dce58e8b-3f7b-490f-a58f-a74267ef408d,0
2024-01-12T11:01:16Z,ca37a0c1-cc3f-4825-8017-004b4214da06,0
